User_ID,Mthly_HH_Income,Mthly_HH_Expense,Emi_or_Rent_Amt,No_of_Earning_Members,Savings_Amount,Debt_to_Income_Ratio,Investment_Horizon,Risk_Tolerance,Preferred_Investment_Type,Investment_Experience,Market_Volatility_Tolerance,Short_Term_Goal,Mid_Term_Goal,Long_Term_Goal,Goal_Based_Investing
5282,10734.15,11898.76,499.71,3,-1664.32,0.7,Short,Low,Money Market,Beginner,Low,Vacation,Education Fund,Wealth Accumulation,No
5283,5224.95,5492.56,429.56,4,-697.17,0.46,Long,High,Equity,Intermediate,High,Vacation,Car Purchase,Retirement,Yes
5284,18040.52,19812.01,604.45,4,-2375.94,0.17,Short,Low,Bonds,Beginner,Medium,Short-Term Savings,Car Purchase,Wealth Accumulation,No
5285,10286.4,8146.22,1980.28,5,159.9,0.79,Long,Moderate,Equity,Intermediate,High,Vacation,Education Fund,Wealth Accumulation,No
5286,14774.08,12538.47,1449.58,1,786.04,0.55,Long,Moderate,Equity,Beginner,High,Short-Term Savings,Car Purchase,Retirement,No
5287,19706.81,19359.18,25.74,1,321.89,0.3,Long,High,Equity,Intermediate,High,Emergency Fund,Education Fund,Wealth Accumulation,No
5288,2903.16,2765.24,154.95,1,-17.04,0.77,Short,Low,Bonds,Beginner,Low,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
5289,3740.5,4035.78,317.0,2,-612.28,0.77,Short,Moderate,Money Market,Intermediate,Low,Vacation,Home Renovation,Long-Term Security,No
5290,14968.22,14453.54,2704.79,3,-2190.11,0.06,Long,High,Equity,Intermediate,High,Short-Term Savings,Home Renovation,Retirement,Yes
5291,7072.85,8124.05,101.82,5,-1153.02,0.02,Long,High,Mutual Fund,Intermediate,Medium,Vacation,Education Fund,Retirement,No
5292,5317.43,3863.26,1027.31,4,426.85,0.04,Short,Moderate,Money Market,Beginner,Low,Short-Term Savings,Education Fund,Retirement,Yes
5293,2708.51,2820.78,16.05,1,-128.31,0.55,Long,Moderate,Equity,Expert,High,Short-Term Savings,Education Fund,Retirement,No
5294,2393.24,2281.87,139.87,4,-28.5,0.57,Long,Moderate,Real Estate,Intermediate,High,Vacation,Home Renovation,Long-Term Security,Yes
5295,15940.74,15134.16,3112.77,3,-2306.19,0.58,Medium,Moderate,Equity,Beginner,Medium,Short-Term Savings,Home Renovation,Wealth Accumulation,No
5296,4419.8,3145.98,1307.58,5,-33.77,0.5,Medium,High,Equity,Intermediate,Low,Vacation,Car Purchase,Retirement,Yes
5297,10418.97,10529.84,405.97,1,-516.84,0.23,Medium,Moderate,Mutual Fund,Intermediate,Low,Vacation,Car Purchase,Wealth Accumulation,Yes
5298,12906.14,14006.32,381.28,1,-1481.46,0.13,Long,Moderate,Equity,Beginner,High,Emergency Fund,Education Fund,Wealth Accumulation,No
5299,9710.33,6234.58,4425.28,5,-949.53,0.74,Long,High,Equity,Intermediate,Medium,Vacation,Home Renovation,Wealth Accumulation,No
5300,2487.92,2255.48,152.64,4,79.8,0.73,Long,High,Equity,Beginner,Low,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
5301,16103.03,12155.98,2395.13,3,1551.92,0.19,Long,High,Equity,Intermediate,Low,Emergency Fund,Education Fund,Long-Term Security,Yes
5302,2189.24,2502.75,82.6,3,-396.12,0.13,Medium,High,Equity,Intermediate,Medium,Short-Term Savings,Car Purchase,Retirement,Yes
5303,15714.02,12747.86,3427.81,3,-461.66,0.3,Medium,High,Mutual Fund,Beginner,High,Emergency Fund,Education Fund,Retirement,Yes
5304,18079.48,11722.88,4596.03,4,1760.57,0.04,Medium,Moderate,Mutual Fund,Intermediate,Medium,Emergency Fund,Education Fund,Wealth Accumulation,No
5305,9791.12,7325.79,3980.05,4,-1514.72,0.13,Long,Moderate,Equity,Beginner,Medium,Vacation,Home Renovation,Long-Term Security,No
5306,11639.76,10766.72,703.29,1,169.75,0.3,Medium,Low,Mutual Fund,Beginner,Medium,Emergency Fund,Home Renovation,Wealth Accumulation,No
5307,10585.7,5816.4,5105.75,4,-336.44,0.19,Long,Moderate,Equity,Beginner,Low,Short-Term Savings,Car Purchase,Retirement,Yes
5308,9005.76,8036.21,440.72,2,528.83,0.59,Medium,High,Mutual Fund,Expert,Medium,Short-Term Savings,Car Purchase,Retirement,No
5309,17973.64,19866.2,1048.09,5,-2940.64,0.72,Long,High,Mutual Fund,Beginner,Low,Short-Term Savings,Home Renovation,Long-Term Security,Yes
5310,18090.8,19044.84,2319.45,4,-3273.49,0.73,Long,Moderate,Real Estate,Beginner,High,Short-Term Savings,Car Purchase,Retirement,No
5311,8044.69,4376.22,2416.54,3,1251.94,0.48,Short,Low,Debt,Beginner,Medium,Short-Term Savings,Car Purchase,Retirement,No
5312,13071.26,14975.78,514.05,4,-2418.58,0.56,Long,High,Real Estate,Beginner,High,Emergency Fund,Home Renovation,Wealth Accumulation,No
5313,18684.34,17828.08,3768.17,1,-2911.91,0.4,Medium,High,Debt,Intermediate,Low,Emergency Fund,Home Renovation,Retirement,No
5314,19317.05,11696.14,1562.17,5,6058.74,0.12,Long,High,Equity,Expert,High,Vacation,Home Renovation,Retirement,Yes
5315,11161.26,5670.71,5450.97,5,39.59,0.51,Short,Moderate,Debt,Beginner,Low,Short-Term Savings,Education Fund,Retirement,Yes
5316,10150.85,6205.55,5496.47,3,-1551.18,0.28,Short,Moderate,Debt,Intermediate,Low,Short-Term Savings,Home Renovation,Long-Term Security,Yes
5317,7016.5,7330.94,627.59,5,-942.03,0.0,Short,Moderate,Bonds,Beginner,Medium,Emergency Fund,Education Fund,Wealth Accumulation,No
5318,19259.69,9900.75,2458.84,2,6900.11,0.46,Long,High,Equity,Intermediate,High,Emergency Fund,Home Renovation,Retirement,Yes
5319,4570.66,2977.99,318.22,5,1274.45,0.16,Long,High,Equity,Expert,High,Vacation,Home Renovation,Retirement,No
5320,12436.93,12340.53,671.1,3,-574.7,0.71,Short,Low,Bonds,Beginner,High,Short-Term Savings,Car Purchase,Long-Term Security,Yes
5321,7085.9,6242.48,234.0,5,609.42,0.75,Medium,High,Mutual Fund,Beginner,Low,Short-Term Savings,Education Fund,Long-Term Security,No
5322,7022.15,7083.79,689.38,4,-751.02,0.13,Long,High,Mutual Fund,Expert,High,Emergency Fund,Home Renovation,Long-Term Security,Yes
5323,9289.43,9150.07,139.22,1,0.14,0.02,Long,High,Mutual Fund,Expert,High,Vacation,Car Purchase,Long-Term Security,No
5324,19978.27,10646.24,2977.47,4,6354.57,0.0,Short,Moderate,Bonds,Beginner,Medium,Vacation,Car Purchase,Long-Term Security,Yes
5325,2989.39,3228.94,157.63,2,-397.18,0.73,Medium,Moderate,Mutual Fund,Intermediate,High,Short-Term Savings,Car Purchase,Long-Term Security,No
5326,12413.75,8038.78,3249.98,2,1125.0,0.12,Long,Moderate,Equity,Expert,Medium,Vacation,Education Fund,Retirement,Yes
5327,3486.3,2997.19,670.77,1,-181.66,0.35,Medium,High,Mutual Fund,Intermediate,Medium,Emergency Fund,Education Fund,Wealth Accumulation,Yes
5328,4781.37,4393.07,948.76,1,-560.45,0.05,Medium,High,Equity,Expert,Medium,Vacation,Education Fund,Wealth Accumulation,Yes
5329,9912.13,6042.52,276.38,1,3593.23,0.3,Medium,Moderate,Mutual Fund,Beginner,Medium,Short-Term Savings,Car Purchase,Long-Term Security,No
5330,11188.28,12693.67,59.04,1,-1564.42,0.63,Short,Low,Bonds,Beginner,Medium,Emergency Fund,Home Renovation,Wealth Accumulation,No
5331,6658.26,5441.81,155.08,5,1061.38,0.33,Short,Low,Bonds,Beginner,Medium,Vacation,Car Purchase,Long-Term Security,No
5332,7696.23,4136.47,2157.64,4,1402.11,0.62,Medium,Moderate,Mutual Fund,Beginner,Low,Short-Term Savings,Education Fund,Wealth Accumulation,No
5333,3565.41,3954.82,13.54,2,-402.96,0.55,Short,Low,Money Market,Intermediate,Low,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
5334,7457.96,6571.01,1774.58,5,-887.64,0.41,Short,Moderate,Debt,Beginner,Low,Emergency Fund,Home Renovation,Retirement,No
5335,19398.05,18514.97,1062.08,1,-179.0,0.59,Long,High,Equity,Beginner,Medium,Vacation,Car Purchase,Retirement,Yes
5336,19004.73,15989.9,6401.46,3,-3386.63,0.7,Medium,Moderate,Mutual Fund,Expert,Medium,Emergency Fund,Home Renovation,Retirement,No
5337,8027.81,8369.63,614.69,3,-956.51,0.63,Long,Moderate,Equity,Intermediate,High,Vacation,Car Purchase,Long-Term Security,No
5338,12275.37,6402.06,3717.17,4,2156.14,0.55,Long,High,Equity,Intermediate,High,Emergency Fund,Education Fund,Retirement,Yes
5339,18372.72,12391.4,7536.77,2,-1555.46,0.56,Short,High,Bonds,Beginner,Low,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
5340,2111.31,1700.18,594.34,2,-183.21,0.13,Long,Low,Equity,Beginner,Medium,Emergency Fund,Education Fund,Retirement,No
5341,16592.3,9122.32,6551.92,4,918.06,0.76,Medium,Low,Mutual Fund,Beginner,Medium,Vacation,Car Purchase,Retirement,Yes
5342,19070.65,18285.69,4300.82,1,-3515.86,0.16,Long,High,Equity,Intermediate,Low,Short-Term Savings,Education Fund,Long-Term Security,Yes
5343,3643.86,2754.33,683.35,1,206.19,0.28,Medium,Moderate,Equity,Beginner,Medium,Vacation,Car Purchase,Retirement,No
5344,4906.06,3322.55,2073.66,2,-490.15,0.41,Short,Moderate,Debt,Beginner,Medium,Vacation,Education Fund,Long-Term Security,Yes
5345,19293.43,9689.09,5117.2,2,4487.14,0.1,Long,High,Equity,Beginner,Low,Emergency Fund,Car Purchase,Wealth Accumulation,No
5346,11675.72,11300.81,2271.96,2,-1897.05,0.47,Short,Low,Bonds,Beginner,Low,Vacation,Education Fund,Retirement,Yes
5347,2255.54,2350.22,92.48,1,-187.16,0.15,Short,High,Debt,Beginner,Low,Short-Term Savings,Car Purchase,Wealth Accumulation,Yes
5348,6637.38,5023.01,850.98,3,763.39,0.74,Medium,Moderate,Mutual Fund,Intermediate,Low,Vacation,Car Purchase,Retirement,No
5349,10098.99,8753.21,2281.42,4,-935.64,0.71,Medium,High,Debt,Beginner,Medium,Emergency Fund,Education Fund,Retirement,No
5350,14472.36,9378.04,1699.32,4,3395.0,0.44,Long,High,Equity,Beginner,High,Emergency Fund,Car Purchase,Retirement,Yes
5351,15196.89,13744.5,1029.31,5,423.08,0.36,Short,Moderate,Debt,Beginner,Low,Emergency Fund,Education Fund,Long-Term Security,No
5352,19917.59,10115.93,4208.1,5,5593.56,0.08,Long,High,Real Estate,Intermediate,Medium,Emergency Fund,Education Fund,Wealth Accumulation,No
5353,7175.2,5866.58,1862.75,3,-554.13,0.66,Medium,Moderate,Mutual Fund,Beginner,High,Vacation,Home Renovation,Long-Term Security,No
5354,11687.96,10738.12,2923.8,2,-1973.96,0.3,Medium,Low,Debt,Expert,Low,Vacation,Car Purchase,Long-Term Security,Yes
5355,11599.82,12722.97,807.33,3,-1930.48,0.2,Long,Low,Equity,Beginner,High,Vacation,Car Purchase,Retirement,Yes
5356,9301.61,6956.38,3481.42,5,-1136.19,0.8,Medium,Moderate,Debt,Beginner,Medium,Vacation,Education Fund,Wealth Accumulation,No
5357,5044.91,5031.66,555.65,5,-542.4,0.53,Short,Low,Money Market,Expert,Low,Vacation,Car Purchase,Wealth Accumulation,Yes
5358,19594.22,17409.4,420.68,4,1764.14,0.06,Short,Low,Debt,Beginner,High,Short-Term Savings,Car Purchase,Wealth Accumulation,Yes
5359,17359.71,19140.08,169.95,3,-1950.32,0.64,Long,High,Real Estate,Beginner,High,Emergency Fund,Car Purchase,Long-Term Security,Yes
5360,10969.99,8325.63,2682.35,1,-37.98,0.6,Short,Low,Debt,Beginner,Low,Vacation,Car Purchase,Retirement,Yes
5361,12858.42,9096.2,2076.26,5,1685.96,0.32,Medium,High,Mutual Fund,Beginner,Medium,Vacation,Education Fund,Retirement,No
5362,6090.7,6557.5,165.72,4,-632.53,0.1,Long,High,Real Estate,Intermediate,High,Short-Term Savings,Education Fund,Retirement,Yes
5363,11788.17,6271.41,3671.49,2,1845.27,0.4,Long,High,Equity,Beginner,High,Short-Term Savings,Education Fund,Wealth Accumulation,No
5364,14509.46,8541.0,5912.06,3,56.4,0.61,Long,High,Real Estate,Beginner,High,Emergency Fund,Home Renovation,Retirement,Yes
5365,11273.01,6240.32,2805.55,5,2227.14,0.06,Short,Moderate,Bonds,Beginner,Low,Short-Term Savings,Home Renovation,Retirement,Yes
5366,19825.13,20777.17,2418.06,1,-3370.09,0.13,Medium,High,Mutual Fund,Intermediate,Medium,Emergency Fund,Home Renovation,Retirement,No
5367,13004.15,6591.74,6656.49,5,-244.08,0.5,Long,High,Mutual Fund,Beginner,Medium,Short-Term Savings,Home Renovation,Retirement,No
5368,8677.53,9198.85,892.32,1,-1413.64,0.45,Medium,Moderate,Equity,Beginner,High,Short-Term Savings,Home Renovation,Wealth Accumulation,No
5369,15898.74,12612.85,6369.88,3,-3083.99,0.72,Long,High,Mutual Fund,Intermediate,High,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
5370,5068.33,2547.42,1043.51,1,1477.39,0.65,Long,Low,Real Estate,Intermediate,High,Vacation,Home Renovation,Wealth Accumulation,Yes
5371,8921.28,6789.72,2524.63,1,-393.06,0.74,Medium,Low,Mutual Fund,Beginner,Medium,Short-Term Savings,Home Renovation,Retirement,Yes
5372,8245.26,5123.77,4081.09,4,-959.61,0.37,Long,Moderate,Mutual Fund,Expert,Low,Vacation,Car Purchase,Retirement,No
5373,9772.53,8852.55,1665.84,3,-745.85,0.63,Short,Moderate,Debt,Beginner,Medium,Emergency Fund,Home Renovation,Long-Term Security,Yes
5374,16072.04,15133.16,3279.03,5,-2340.15,0.04,Long,High,Mutual Fund,Intermediate,Medium,Short-Term Savings,Education Fund,Long-Term Security,Yes
5375,10715.11,8753.1,1701.34,2,260.67,0.24,Short,Low,Debt,Intermediate,Low,Vacation,Home Renovation,Wealth Accumulation,No
5376,16292.26,8575.23,6480.93,3,1236.1,0.52,Long,High,Equity,Beginner,Medium,Emergency Fund,Car Purchase,Long-Term Security,Yes
5377,12376.8,11466.9,188.45,3,721.45,0.61,Long,High,Mutual Fund,Intermediate,Medium,Emergency Fund,Education Fund,Long-Term Security,No
5378,8157.25,8543.29,1227.68,2,-1613.72,0.46,Long,High,Real Estate,Intermediate,High,Vacation,Education Fund,Long-Term Security,Yes
5379,16579.62,16052.56,3074.45,5,-2547.4,0.38,Medium,Moderate,Debt,Intermediate,High,Emergency Fund,Car Purchase,Retirement,No
5380,6289.21,6537.47,877.14,4,-1125.39,0.19,Medium,Moderate,Mutual Fund,Intermediate,Medium,Vacation,Education Fund,Wealth Accumulation,Yes
5381,6038.89,3806.5,2388.49,5,-156.1,0.14,Short,Low,Debt,Beginner,Low,Short-Term Savings,Education Fund,Retirement,Yes
5382,11081.05,11942.91,251.98,2,-1113.83,0.7,Short,Moderate,Debt,Beginner,Low,Emergency Fund,Education Fund,Wealth Accumulation,No
5383,6695.29,4749.81,101.91,5,1843.56,0.11,Medium,Moderate,Debt,Beginner,High,Vacation,Car Purchase,Wealth Accumulation,Yes
5384,2163.57,1100.63,1293.22,3,-230.29,0.35,Medium,High,Debt,Intermediate,Medium,Vacation,Home Renovation,Wealth Accumulation,No
5385,13669.36,14328.28,822.36,4,-1481.29,0.71,Short,Low,Debt,Beginner,Low,Emergency Fund,Car Purchase,Retirement,No
5386,11199.69,12456.11,259.51,1,-1515.94,0.12,Long,Moderate,Equity,Expert,High,Vacation,Education Fund,Retirement,No
5387,10019.32,9279.02,1541.32,5,-801.02,0.1,Medium,Moderate,Mutual Fund,Beginner,High,Short-Term Savings,Car Purchase,Retirement,No
5388,19405.43,12621.95,4488.7,1,2294.78,0.55,Long,High,Real Estate,Beginner,Low,Short-Term Savings,Car Purchase,Long-Term Security,Yes
5389,12281.59,8150.48,4292.8,4,-161.69,0.27,Short,Low,Debt,Beginner,Low,Vacation,Home Renovation,Retirement,No
5390,17541.77,14091.05,3366.75,1,83.97,0.35,Medium,Moderate,Debt,Beginner,Medium,Vacation,Car Purchase,Long-Term Security,Yes
5391,4510.1,4887.1,366.06,5,-743.06,0.5,Medium,High,Debt,Beginner,Medium,Emergency Fund,Home Renovation,Long-Term Security,Yes
5392,12245.72,7313.61,6299.33,2,-1367.22,0.3,Medium,Moderate,Mutual Fund,Beginner,High,Short-Term Savings,Home Renovation,Wealth Accumulation,No
5393,17623.63,18273.64,562.17,3,-1212.18,0.64,Short,Low,Money Market,Beginner,High,Short-Term Savings,Education Fund,Long-Term Security,No
5394,12495.9,8614.01,2102.14,3,1779.76,0.78,Short,Low,Debt,Expert,Medium,Vacation,Home Renovation,Long-Term Security,Yes
5395,14924.26,15306.03,1137.06,1,-1518.84,0.75,Medium,Low,Equity,Expert,Medium,Vacation,Car Purchase,Long-Term Security,Yes
5396,8696.78,9550.6,851.94,3,-1705.76,0.44,Short,Moderate,Bonds,Beginner,Low,Vacation,Car Purchase,Long-Term Security,Yes
5397,3664.09,2850.19,565.07,3,248.83,0.28,Medium,Moderate,Equity,Intermediate,High,Vacation,Home Renovation,Wealth Accumulation,No
5398,10242.21,7551.4,1806.12,2,884.68,0.35,Short,High,Debt,Beginner,Low,Emergency Fund,Home Renovation,Long-Term Security,Yes
5399,9100.63,9295.78,1061.88,1,-1257.03,0.26,Long,High,Real Estate,Beginner,High,Vacation,Car Purchase,Long-Term Security,Yes
5400,17607.08,14863.26,2626.39,2,117.43,0.35,Short,Low,Bonds,Beginner,High,Vacation,Car Purchase,Retirement,Yes
5401,6391.92,6039.67,1551.09,2,-1198.85,0.01,Medium,Low,Debt,Beginner,Low,Short-Term Savings,Education Fund,Wealth Accumulation,No
5402,19401.22,17554.98,5122.16,4,-3275.92,0.04,Long,High,Equity,Intermediate,High,Vacation,Home Renovation,Long-Term Security,No
5403,19246.49,11535.92,5934.94,1,1775.63,0.62,Medium,Moderate,Equity,Beginner,Medium,Short-Term Savings,Home Renovation,Retirement,Yes
5404,6457.37,6774.52,628.22,2,-945.37,0.27,Long,High,Mutual Fund,Expert,High,Vacation,Education Fund,Wealth Accumulation,No
5405,8264.94,5184.21,274.7,5,2806.02,0.64,Medium,Low,Mutual Fund,Expert,Medium,Emergency Fund,Education Fund,Retirement,No
5406,18120.0,20040.42,1185.23,3,-3105.65,0.38,Medium,Moderate,Mutual Fund,Beginner,Low,Short-Term Savings,Education Fund,Long-Term Security,No
5407,19399.2,12859.17,7368.94,1,-828.91,0.64,Medium,High,Equity,Beginner,High,Vacation,Home Renovation,Retirement,No
5408,9981.9,9752.55,799.48,4,-570.13,0.53,Long,Moderate,Equity,Beginner,Low,Vacation,Home Renovation,Wealth Accumulation,No
5409,7777.95,5328.1,879.93,2,1569.92,0.16,Medium,High,Equity,Beginner,High,Vacation,Car Purchase,Long-Term Security,No
5410,11469.69,8104.03,5178.98,5,-1813.32,0.36,Long,Moderate,Mutual Fund,Beginner,Low,Vacation,Home Renovation,Wealth Accumulation,Yes
5411,14379.85,10087.48,3058.76,3,1233.6,0.56,Short,Low,Bonds,Beginner,Low,Short-Term Savings,Education Fund,Long-Term Security,No
5412,6922.54,6826.53,967.83,3,-871.81,0.26,Long,High,Real Estate,Intermediate,High,Vacation,Car Purchase,Long-Term Security,Yes
5413,15256.52,13150.05,171.9,5,1934.57,0.15,Long,High,Equity,Expert,Medium,Vacation,Home Renovation,Long-Term Security,Yes
5414,2929.83,3146.4,152.95,1,-369.53,0.43,Medium,Moderate,Debt,Beginner,Medium,Vacation,Home Renovation,Wealth Accumulation,Yes
5415,2887.3,2020.51,1180.33,3,-313.54,0.22,Short,Moderate,Debt,Intermediate,Low,Short-Term Savings,Car Purchase,Retirement,No
5416,8953.18,8503.69,868.22,3,-418.73,0.48,Short,Low,Bonds,Beginner,Low,Emergency Fund,Car Purchase,Wealth Accumulation,No
5417,8362.52,8274.01,1062.17,3,-973.67,0.22,Long,Moderate,Equity,Intermediate,High,Emergency Fund,Education Fund,Retirement,No
5418,7681.4,4597.04,969.67,2,2114.69,0.73,Long,High,Equity,Beginner,High,Vacation,Home Renovation,Long-Term Security,No
5419,10838.36,8241.3,1984.63,2,612.42,0.28,Long,High,Mutual Fund,Expert,Medium,Vacation,Education Fund,Long-Term Security,Yes
5420,7773.2,6326.08,2784.55,3,-1337.43,0.73,Long,High,Equity,Expert,Medium,Emergency Fund,Home Renovation,Long-Term Security,Yes
5421,5460.64,3992.8,1450.1,4,17.74,0.22,Short,Low,Money Market,Intermediate,Medium,Emergency Fund,Home Renovation,Retirement,No
5422,7570.45,5370.28,3350.01,3,-1149.84,0.48,Long,High,Real Estate,Expert,Medium,Emergency Fund,Car Purchase,Retirement,No
5423,19548.28,18496.05,4475.71,1,-3423.49,0.1,Long,High,Mutual Fund,Beginner,High,Emergency Fund,Home Renovation,Wealth Accumulation,No
5424,9400.04,6018.97,4967.24,4,-1586.17,0.62,Long,High,Equity,Beginner,Medium,Short-Term Savings,Home Renovation,Wealth Accumulation,No
5425,10004.83,9615.68,2140.09,1,-1750.94,0.16,Short,Moderate,Bonds,Intermediate,Low,Vacation,Education Fund,Long-Term Security,No
5426,12377.81,13711.87,3.75,5,-1337.81,0.69,Short,Low,Debt,Beginner,Low,Emergency Fund,Home Renovation,Retirement,No
5427,19700.13,17087.47,6120.31,5,-3507.65,0.36,Short,Moderate,Debt,Beginner,High,Short-Term Savings,Car Purchase,Retirement,No
5428,6348.82,5697.64,264.05,2,387.13,0.08,Long,Moderate,Real Estate,Intermediate,High,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
5429,14263.08,7770.61,373.11,2,6119.35,0.29,Long,Moderate,Equity,Intermediate,Medium,Short-Term Savings,Home Renovation,Retirement,No
5430,14887.72,15809.42,113.87,2,-1035.57,0.62,Short,Low,Money Market,Beginner,High,Emergency Fund,Home Renovation,Retirement,Yes
5431,12931.84,8865.31,2321.3,5,1745.23,0.06,Short,Low,Debt,Expert,High,Short-Term Savings,Home Renovation,Long-Term Security,No
5432,3594.41,3234.19,669.91,1,-309.69,0.5,Long,Moderate,Equity,Expert,Medium,Vacation,Education Fund,Wealth Accumulation,No
5433,14183.7,16118.68,362.79,4,-2297.77,0.41,Medium,High,Debt,Beginner,Low,Vacation,Education Fund,Wealth Accumulation,Yes
5434,3153.7,2797.58,25.22,2,330.91,0.25,Short,Moderate,Debt,Beginner,Low,Short-Term Savings,Car Purchase,Long-Term Security,No
5435,12730.57,12362.16,1388.72,5,-1020.31,0.6,Medium,Moderate,Equity,Intermediate,Low,Emergency Fund,Home Renovation,Wealth Accumulation,No
5436,15312.46,12088.54,2779.42,2,444.5,0.04,Long,Moderate,Mutual Fund,Beginner,High,Emergency Fund,Car Purchase,Long-Term Security,No
5437,5797.46,3126.21,2899.29,3,-228.04,0.4,Long,High,Equity,Beginner,High,Emergency Fund,Home Renovation,Long-Term Security,No
5438,17149.2,17465.42,870.61,4,-1186.83,0.41,Long,High,Equity,Intermediate,High,Vacation,Home Renovation,Wealth Accumulation,No
5439,2546.37,1331.11,375.14,1,840.12,0.07,Medium,High,Debt,Beginner,Medium,Short-Term Savings,Home Renovation,Wealth Accumulation,No
5440,17188.63,16422.49,1075.93,2,-309.79,0.11,Long,High,Equity,Expert,High,Vacation,Home Renovation,Long-Term Security,Yes
5441,10285.92,5296.21,2140.42,3,2849.29,0.33,Long,Moderate,Equity,Intermediate,Low,Vacation,Home Renovation,Wealth Accumulation,Yes
5442,5916.58,6274.53,494.53,3,-852.48,0.43,Medium,Moderate,Debt,Expert,Low,Short-Term Savings,Car Purchase,Long-Term Security,No
5443,4408.01,2655.66,1241.97,4,510.37,0.04,Medium,Moderate,Mutual Fund,Expert,Medium,Emergency Fund,Education Fund,Retirement,Yes
